,id,price,link,first_price,title,area,rooms,address,vermietet,offerer_address,offerer_name,phone_number,commission,die Wohnung,wohnlage,Hausgeld,Baujahr,energieträger,effizienzklasse,bezug,lage,details,scraped_at,active
335,27h4m5n,190000,https://www.immowelt.de/expose/27h4m5n,190000,Zweiraumwohnung im sanierten Fabrik Loft Stil,"65,72",2,01259 Dresden,True,"Königsbrücker Straße 21-29,  01099 Dresden ", Postbank Immobilien GmbH ,0173 3886009,4 ,"Die WohnungWohnungslageErdgeschossDerzeitige NutzungvermietetBad mit Wanne Böden: Fliesenboden, Laminat Zustand: gepflegt WohnanlageBaujahr: 2014 1 Stellplatz ",Erdgeschoss,171,2014,,,,"LageDas Objekt befindet sich im Dresdner Stadteil Niedersedlitz mit der entsprechenden Nähe zum Autobahnanschluss Heidenau oder fußläufig zur S-Bahnstation Niedersedlitz. Ebenso fußläufig in der Nähe finden Sie die nötigen Läden zur Versorgung des täglichen Bedarfes.immowelt Lage-Check:infoTäglicher BedarfOkayangle_rightNahverkehrGutangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","ObjektbeschreibungDas Objekt befindet sich in einem ehemaligen denkmalgeschützten Fabrikgebäude aus dem Jahr 1905, welches in 2014 zu mehreren Lofts umgebaut bzw. Kernsaniert wurde.Durch die großzügige Verglasung hat die Wohnung helle lichtdurchflutete Räume.AusstattungDie Wohnung ist in einem modernen Stil gehalten mit Laminat und Fliesenboden sowie einer Einbauküche versehen.PreisinformationSoll-Mieteinnahmen pro Jahr: 6.000,00 EURIst-Mieteinnahmen pro Jahr: 6.000,00 EURWeitere InformationenSonstigesDas komplette Exposé, alle Grundrisse und weitere Unterlagen senden wir Ihnen gerne per Mail.Wir bitten um Verständnis dafür, dass wir nur vollständige, schriftliche Anfragen (E-Mail, Fax, Brief, Online) mit Namen, Anschrift und Telefonnummer beantworten können. Alle Angaben beruhen auf... Mehr anzeigen ",True,
336,27m4l5n,225000,https://www.immowelt.de/expose/27m4l5n,225000,4- Zimmer Eigentumswohnung in Dresden- Neustadt,88,4,Fritz- Reuter- Straße 601097 Dresden,True,"An der Pikardie 6,  01277 Dresden ", Dr. Krüger Immobilien GmbH ,+49 (351) 315950,"3,57 ",Die WohnungWohnungslage3. GeschossDerzeitige Nutzungvermietetals Ferienimmobilie geeignet Weitere Räume: Kelleranteil WohnanlageBaujahr: 1900 Zustand: Altbau (bis 1945) ,3. Geschoss,,1900,Gas,,,"LageDie Immobilie befindet sich in der Äußeren Neustadt und somit im Herzen des pulsierenden Szeneviertels. Fußläufig erreichen Sie Einrichtungen des täglichen Bedarfs, Schulen und Kinderbetreuungseinrichtungen, Ärzte, Banken und Gastronomie. Der öffentliche Nahverkehr ist fußläufig erreichbar, zur Autobahn sind es nur wenige... Mehr anzeigen immowelt Lage-Check:infoTäglicher BedarfGutangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","ObjektbeschreibungZum Verkauf gelangt eine 4-Zimmer Wohnung in einem denkmalgeschützten Altbau in der Dresdner Neustadt.  Die Fußböden in den Wohnräumen sind mit einem Laminat versehen. Die Küche und das Bad sind gefliest. Die Wohnung verfügt über einen kleinen Balkon. Zur Wohnung gehört ein Kellerabteil.Das aktuelle monatliche... Mehr anzeigen Weitere InformationenStichworteAnzahl der Schlafzimmer: 3, Anzahl der Badezimmer: 1, 5 Etagen, modernisiert: 1998",True,
337,275gk5n,219500,https://www.immowelt.de/expose/275gk5n,219500,Schöne 3 Zimmer Wohnung in Elbnähe in Dresden Pieschen - bezugsfrei,"84,50",3,Weimarische Str. 2001127 Dresden,False,"Großenhainer Str. 188,  01129 Dresden ", Barie Immobilien e. K. ,0172 6212331,"3,57",Die WohnungWohnungslage2. GeschossDerzeitige NutzungfreiBad mit Fenster und Wanne Böden: Laminat Zustand: renoviert / saniert Weitere Räume: Kelleranteil WohnanlageZustand: Altbau (bis 1945) ,2. Geschoss,184,,Fernwärme,,,"LageDer Stadtteil Pieschen befindet sich nördlich der Elbe. Auf Grund seiner guten Infrastruktur, der hervorragenden Verkehrsanbindung und der vielen Möglichkeiten für die Freizeitgestaltung erfreut er sich großer Beliebtheit bei Studenten und jungen Familien. In der Umgebung  sind kleine Ladengeschäfte, Restaurants, Schulen, und... Mehr anzeigen immowelt Lage-Check:infoTäglicher BedarfGutangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","ObjektbeschreibungZum Verkauf steht  eine schöne 3 Zimmer Wohnung in ruhiger, elbnaher Wohnlage in Dresden Pieschen. Sie befindet sich im 2. Obergeschoss eines sanierten Altbaus.  AusstattungDie Wohnräume und der Flur sind mit Laminat ausgelegt. Das Bad verfügt über ein Fenster und ist mit einer Wanne ausgestattet. Die Wäsche kann auf dem Trockenplatz im Innenhof getrocknet werden. Zur Wohnung gehört ein Keller.2020 wurde die Heizung auf Fernwärme umgestellt.Die Wohnung ist ab sofort unvermietet... Mehr anzeigen Weitere InformationenSonstigesGemäß § 16 (4) EnEV ist für dieses Objekt kein Energieausweis notwendig, da es unter Denkmalschutz steht. Für eine Besichtigung dieser schönen Wohnung stehen wir Ihnen sehr gern zur Verfügung.Anmerkung: Alle in diesem Angebot enthaltenen Angaben, Abmessungen, Darstellungen und Preise basieren... Mehr anzeigen ",True,
338,28qvc52,175000,https://www.immowelt.de/expose/28qvc52,175000,Gepflegte 2-Zimmer-Wohnung mit Stellplatz in Dresden - Cotta,60,2,01157 Dresden,True,"Prinzessinnenstraße 26,  10969 Berlin ", Homeday GmbH ,0800 77 88 66 7,"1,95","Die WohnungWohnungslage4. Geschoss (Dachgeschoss)Bezugnach VereinbarungDerzeitige NutzungvermietetBad mit Wanne Böden: Fliesenboden, Laminat Ausstattung: neuwertig Weitere Räume: Kelleranteil WohnanlageBaujahr: 1910 1 Stellplatz ",4. Geschoss (Dachgeschoss),,1910,Gas,D,nach Vereinbarung,"Lage- Die angebotene Dachgeschosswohnung befindet sich in Cotta, ein Stadtteil im Westen der sächsischen Landeshauptstadt Dresden. - Geschäfte des täglichen Bedarfs, Ärzte, Restaurants, Bildungs- und Freizeiteinrichtungen finden Sie in der Umgebung und sind fußläufig zu erreichen.- Für reichlich Erholung sorgt das wald-... Mehr anzeigen immowelt Lage-Check:infoTäglicher BedarfOkayangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","Ausstattung- Die Wohnung befindet sich im Dachgeschoss eines 1910 erbauten Mehrfamilienhauses.- Das Haus wurde zuletzt 1995 vollständig saniert. - Die Wohnung verfügt über ca. 62 Quadratmeter Wohnfläche, die sich auf zwei Zimmer, Flur, Küche und Badezimmer verteilen.- Das Badezimmer ist mit einer Badewanne ausgestattet.-... Mehr anzeigen Preisinformation1 StellplatzWeitere InformationenSonstigesAuch in Zeiten des Coronavirus sind wir für Sie da. Unsere Makler beraten Sie gerne persönlich per Telefon oder Videokonferenz. Schicken Sie uns einfach eine Anfrage über Immowelt und registrieren Sie sich auf unserer Kundenplattform myHomeday. Einen Link zu myHomeday erhalten Sie automatisch nach Ihrer Anfrage... Mehr anzeigen ",True,
339,272ae5n,325000,https://www.immowelt.de/expose/272ae5n,325000,+ESDI+ FREIwerdendes Juwel am Stresemannplatz mit Balkon und Stellplatz,74,2,01309 Dresden,False,"Wehlener Str. 46,  01279 Dresden ", esdi Immobilien Dresden ,0351/31777930,"3,57","Die WohnungWohnungslageErdgeschossBad mit Fenster, Wanne und Dusche Balkon Böden: Fliesenboden, Parkett Weitere Räume: Kelleranteil, Wasch-Trockenraum ",Erdgeschoss,297,,Gas,,,"Lage+ Nähe Stresemannplatz+ Nähe Großer Garten+ Umgebung geprägt von Villenartiger Bebauung+ Fetscherplatz (Versorgungs- und Einrichtungen des tägl. Bedarfs) in ca. 3 Geh-Minuten erreichbar+ sehr gute Anbindung an den ÖPNVimmowelt Lage-Check:infoTäglicher BedarfGutangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","Objektbeschreibung+ Jugendstilvilla von ca. 1912+ denkmalgerechte Sanierung von ca. 1997+ das monatliche Hausgeld beträgt 297,88 €, davon sind ca. 215,73 € umlegbare Kosten (bezieht sich auf den Wirtschaftsplan 2023)Die Wohnung wird zum 01.01.2023 bezugsfrei und kann neu vermietet oder selber bezogen werden.Ausstattung+ Wohnung in den ruhigen Innenhof ausgerichtet+ Wohnzimmer mit Essbereich+ Rippenheizkörper+ Parkett+ großer Holzbalkon+ Abstellkammer innerhalb der Wohnung+ Kellerbox+ Waschküche+ Wäscheplatz im Hof+ Fahrradkeller+ Badezimmer mit Dusche, Wanne, WC und Fenster+ Stellplatz im... Mehr anzeigen Weitere InformationenSonstigesWiderrufsbelehrung für Verbraucher Widerrufsrecht Sie haben das Recht, binnen vierzehn Tagen ohne Angabe von Gründen diesen Vertrag zu widerrufen. Die Widerrufsfrist beträgt vierzehn Tage ab dem Tag des Vertragsabschlusses. Um Ihr Widerrufsrecht auszuüben, müssen Sie uns (ESDI Immobilien GmbH... Mehr anzeigen ",True,
340,27uca5n,295000,https://www.immowelt.de/expose/27uca5n,295000,VERMIETETE WOHNUNG FÜR KAPITALANLEGER,"62,80",3,01277 Dresden,True,"Westendstraße 3,  01187 Dresden ", IMMOVISTA GmbH - Immobilienmakler Dresden ,0351 / 323 55 290,"3,57 ","Die WohnungWohnungslageErdgeschossDerzeitige NutzungvermietetBad mit Fenster Garten Böden: Fliesenboden, Kunststoffboden, Laminat Zustand: gepflegt Weitere Räume: Kelleranteil, Wasch-Trockenraum WohnanlageBaujahr: 1965 Zustand: Altbau (bis 1945) ",Erdgeschoss,,1965,Gas,C,,"LageDer Stadtteil Blasewitz gehört zweifellos zu den beliebtesten Wohngebieten in Dresden. Die Infrastruktur des Stadtteils ist sehr gut ausgebaut. Sie erreichen sämtliche Einrichtungen des täglichen Bedarfs fußläufig in nur wenigen Minuten. Durch das naheliegende Universitätsklinikum und den vielen Arztpraxen ist die... Mehr anzeigen immowelt Lage-Check:infoTäglicher BedarfOkayangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","ObjektbeschreibungVerkauft wird eine vermietete, ruhig gelegene 3- Raum Wohnung im renomierten Stadtteil Blasewitz. Das Gebäude wurde 1965 erbaut und im Jahre 1999 vollumpfänglich saniert. Die Wohnung verfügt über ein zeitgemäßes Tageslichtbad und ist mit einem Balkon ausgestattet. Ein separater Kellerraum ist ebenso Bestandteil des Angebots... Mehr anzeigen Weitere InformationenSonstigesEnergieausweistyp: VerbrauchsausweisEnergie mit Warmwasser: NeinEnergiekennwert: 92,6 kWh/(m²*a)Energieeffizienzklasse: CBefeuerung/Energieträger: GasBaujahr: 1965Heizungsart: ZentralheizungDas Angebot ist freibleibend und unverbindlich. Alle Informationen und Daten wurden nach... Mehr anzeigen ",True,
341,279uy5q,117000,https://www.immowelt.de/expose/279uy5q,117000,vermietete 2-Raum-Wohnung mit Aufzug und TG-Stellplatz,"48,52",2,01157 Dresden,True,"Giesebrechtstraße 10,  10629 Berlin ", ImmoNetzwerk GmbH ,0351-42 41 283,"Die Provision beträgt 3,57",Die WohnungWohnungslage3. GeschossDerzeitige NutzungvermietetWohnanlageBaujahr: 1995 Personenaufzug 1 Stellplatz: Duplex ,3. Geschoss,93,1995,GAS,F,,"LageDresden ist als Landeshauptstadt das politische Zentrum Sachsens sowie Verkehrsknotenpunkt und wirtschaftliches Zentrum des Ballungsraums Dresden. Diese Region gilt als eine der wirtschaftlich dynamischsten in Deutschland.Dresden wird gelegentlich Elbflorenz genannt, ursprünglich wegen seiner Kunstsammlungen... Mehr anzeigen immowelt Lage-Check:infoTäglicher BedarfOkayangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","ObjektbeschreibungIm Kundenauftrag bieten wir diese helle 2-Raumwohnung im Dresdner Westen, im Stadtteil Cotta zum Kauf an.Sie befindet sich im 3. Obergeschoss eines Mehrfamilienhauses und ist bequem über einen Fahrstuhl zu erreichen.Kaufpreis für den Tiefgaragenstellplatz (Duplexparker) beträgt zusätzlich 7.500,-€.Gern senden... Mehr anzeigen AusstattungDie Wohnanlage wurde 1994/1995 gebaut. Sie ist verwaltet und besteht aus zwei nebeneinanderliegenden Mehrfamilienhäusern.Das nach Osten ausgerichtete Wohnzimmer hat eine Küchennische für die Einbaumöbel, die im Eigentum des Mieters sind.Der Fußbodenbelag im Wohn- und Schlafzimmer sowie Flur besteht aus Teppichbelag... Mehr anzeigen Preisinformation1 Duplex-Stellplatz, Kaufpreis: 7.500,00 EURWeitere InformationenStichworteFahrradraum, Anzahl der Schlafzimmer: 1, Anzahl der Badezimmer: 1",True,
342,27p265n,165000,https://www.immowelt.de/expose/27p265n,165000,+ESDI+Kapitalanlage gewünscht? Wir haben das passende Angebot für Sie - 2-Zimmer-ETW zu verkaufen +,"66,20",2,01139 Dresden,True,"Wehlener Str. 46,  01279 Dresden ", esdi Immobilien Dresden ,0351-31777935,"3,57 ","Die WohnungWohnungslage3. GeschossDerzeitige NutzungvermietetBad mit Wanne Böden: Fliesenboden, Teppichboden Zustand: gepflegt Weitere Räume: Kelleranteil, Wasch-Trockenraum Anschlüsse: Kabelanschluss WohnanlageBaujahr: 1925 ",3. Geschoss,157,1925,GAS,C,,"LageMickten ist ein Stadtteil von Dresden und liegt im Nordwesten der Stadt im Stadtbezirk Pieschen. Gemeinsam mit Übigau und Teilen von Kaditz und Trachau bildet es den statistischen Stadtteil Mickten. Erstmals wurde Mickten als Migtin 1378 erwähnt, der Name ist sorbischen Ursprungs und kann sowohl ein Personenname sein, wie... Mehr anzeigen immowelt Lage-Check:infoTäglicher BedarfGutangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","ObjektbeschreibungEs erwartet Sie eine 2-Zimmer-Wohnung in einem 1925 errichteten Mehrfamilienhaus. Das Objekt besitzt Denkmalschutz.Beim betreten der ca. 66 m² großen Wohnung gelangen Sie in den Eingangsbereich, wovon alle einzelnen Räume angängig sind.Das Badezimmer ist gefliest und mit einer Badewanne ausgestattet.Die... Mehr anzeigen Ausstattung+ 66,20 m² große 2-Zimmer-Wohnung + Baujahr: 1925+ saniert 1999+ Denkmalschutz+ Badezimmer mit Badewanne+ Balkon+ Kellerraum+ Laminat in Flur und Wohnzimmer+ Schlafzimmer mit Teppichboden+ Fliesen im Küchenbereich und BadezimmerPreisinformationIst-Mieteinnahmen pro Jahr: 4.480,44 EURWeitere InformationenSonstigesWiderrufsbelehrung für Verbraucher Widerrufsrecht Sie haben das Recht, binnen vierzehn Tagen ohne Angabe von Gründen diesen Vertrag zu widerrufen. Die Widerrufsfrist beträgt vierzehn Tage ab dem Tag des Vertragsabschlusses. Um Ihr Widerrufsrecht auszuüben, müssen Sie uns (ESDI Immobilien GmbH... Mehr anzeigen ",True,
343,278y55n,140000,https://www.immowelt.de/expose/278y55n,140000,+ESDI+ Kapital sichern! Vermietete 2-Zimmer-Eigentumswohnung erwerben!,"58,96",2,01129 Dresden,True,"Wehlener Str. 46,  01279 Dresden ", esdi Immobilien Dresden ,0351-31777935,"3,57 ","Die WohnungWohnungslage1. GeschossDerzeitige NutzungvermietetBad mit Wanne Böden: Fliesenboden, Teppichboden Zustand: gepflegt Weitere Räume: Kelleranteil, Wasch-Trockenraum Anschlüsse: Kabelanschluss WohnanlageBaujahr: 1920 ",1. Geschoss,181,1920,GAS,C,,"LageDer Dresdner Stadtteil Pieschen-Nord/Trachenberge befindet sich im Nordwesten der Stadt, im gleichnamigen Stadtbezirk Pieschen.Das ursprüngliche Fischerdorf erlebte mit der ersten deutschen Fernbahnlinie (1839) und dem 1859 fertiggestellten Hafen einen wirtschaftlichen Aufschwung. Nach der Sanierung vieler Gebäude... Mehr anzeigen immowelt Lage-Check:infoTäglicher BedarfOkayangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","ObjektbeschreibungEs erwartet Sie eine 2-Zimmer-Wohnung in einem 1920 errichteten Mehrfamilienhaus. Das Objekt besitzt Denkmalschutz.Beim betreten der ca. 59 m² großen Wohnung gelangen Sie in den Eingangsbereich, wovon Sie in die einzelnen Räume gelangen.Das Badezimmer ist gefliest und mit einer Badewanne ausgestattet.Die... Mehr anzeigen Ausstattung+ 59 m² große 2-Zimmer-Wohnung + Baujahr: 1920+ saniert 1995+ Denkmalschutz+ Badezimmer mit Badewanne+ Kellerraum+ Teppichbodenbelag in allen Wohnräumen+ Fliesen im Küchenbereich und BadezimmerPreisinformationIst-Mieteinnahmen pro Jahr: 4.157,64 EURWeitere InformationenSonstigesWiderrufsbelehrung für Verbraucher Widerrufsrecht Sie haben das Recht, binnen vierzehn Tagen ohne Angabe von Gründen diesen Vertrag zu widerrufen. Die Widerrufsfrist beträgt vierzehn Tage ab dem Tag des Vertragsabschlusses. Um Ihr Widerrufsrecht auszuüben, müssen Sie uns (ESDI Immobilien GmbH... Mehr anzeigen ",True,
344,27q7m5m,179000,https://www.immowelt.de/expose/27q7m5m,179000,Attraktives Angebot in Toplage: denkmalgeschützte Erdgeschosswohnung in Dresden,"64,76",3,01097 Dresden,False,"Am Postbahnhof 17,  10243 Berlin ", McMakler GmbH ,0800 500 80 02,"Die Courtage i,H,v, ","Die WohnungWohnungslageErdgeschossBezugnach AbspracheBad mit Wanne Garten, Terrasse Zustand: gepflegt Weitere Räume: Kelleranteil WohnanlageBaujahr: 1900 ",Erdgeschoss,,1900,Gas,,nach Absprache,"LageIm Stadtbezirk Neustadt genießen Ihre Mieter nicht nur die vielfältige Stadtteilkultur mit einem breit gefächerten Kultur- und Freizeitangebot, diversen Cafés, Bars und Restaurants und die Nähe zur Elbe. Auch die kurze Distanz zum Szeneviertel Äußere Neustadt und die schnelle Erreichbarkeit zur Dresdner Innenstadt schaffen... Mehr anzeigen immowelt Lage-Check:infoTäglicher BedarfGutangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","ObjektbeschreibungObjektnr: 1044598 Die hier angebotene Erdgeschosswohnung liegt gut angebunden in Dresden. Das Objekt befindet sich in einem denkmalgeschützten, 4-stöckigen Mehrfamilienhaus aus dem Baujahr 1900 und ist in einem gepflegten Zustand, der gute Bedingungen für die weitere Vermietung bietet. Die vermietete Immobilie... Mehr anzeigen Ausstattung+ Gut angebundene Lage+ Denkmalgeschütztes Objekt+ Vermietet - JNKM: ca. 5.160 €+ Mtl. Hausgeld: ca. 253 €+ Terrasse+ Gemeinschaftsgarten+ Kellerraum+ Hausreinigung und WinterdienstPreisinformationIst-Mieteinnahmen pro Jahr: 5.160,00 EURWeitere InformationenSonstigesVereinbaren Sie noch heute einen Besichtigungstermin!_____________________________________________________Alle Angaben sind ohne Gewähr und basieren ausschließlich auf Informationen, die uns von unserem Auftraggeber zur Verfügung gestellt wurden. Wir übernehmen keine Gewähr für die Vollständigkeit... Mehr anzeigen ",True,
345,2733m5m,134900,https://www.immowelt.de/expose/2733m5m,134900,Einträgliche Gelegenheit: 2-Zi.-Maisonette-Wohnung mit Balkon in ruhiger Lage Dresdens,"51,45",2,01257 Dresden,False,"Am Postbahnhof 17,  10243 Berlin ", McMakler GmbH ,0800 500 80 02,"Die Courtage i,H,v, ",Die WohnungWohnungslage3. GeschossBezugnach AbspracheBad mit Wanne Balkon Böden: Laminat Zustand: gepflegt Weitere Räume: Kelleranteil WohnanlageBaujahr: 1997 1 Stellplatz ,3. Geschoss,,1997,Gas,D,nach Absprache,"LageDie Immobilie liegt in Niedersedlitz, einem Stadtteil des Bezirks Prohlis, am südöstlichen Stadtrand von Dresden, der rund 6.000 Einwohner beherbergt. Hier profitieren Sie von kurzen Anbindungen und bequemen Einkaufsmöglichkeiten in einer Umgebung mit vorstädtischem Charakter.So können Einkäufe des täglichen Bedarfs... Mehr anzeigen immowelt Lage-Check:infoTäglicher BedarfOkayangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","ObjektbeschreibungObjektnr: 1046384 Die hier angebotene Etagenwohnung liegt ruhig und gut angebunden in Dresden. Das Objekt befindet sich im 3. Obergeschoss eines 3-stöckigen Mehrfamilienhauses aus dem Baujahr 1997 und ist in einem gepflegten Zustand, der gute Bedingungen für die weitere Vermietung bietet. Die vermietete Immobilie... Mehr anzeigen Ausstattung+ Naturnahe Lage+ Vermietet - JNKM: ca. 4.500 €+ Mtl. Hausgeld: ca. 204 € (davon rund 144 € umlagefähig)+ Balkon+ Kellerraum+ TiefgaragenstellplatzPreisinformationIst-Mieteinnahmen pro Jahr: 4.500,00 EURWeitere InformationenSonstigesVereinbaren Sie noch heute einen Besichtigungstermin!_____________________________________________________Alle Angaben sind ohne Gewähr und basieren ausschließlich auf Informationen, die uns von unserem Auftraggeber zur Verfügung gestellt wurden. Wir übernehmen keine Gewähr für die Vollständigkeit... Mehr anzeigen ",True,
346,27f3g5m,534900,https://www.immowelt.de/expose/27f3g5m,534900,Perfekt für Ihre Familie: Ruhiggelegene Neubauwohnung mit 3 Zimmern und Balkon in Mickten,"78,66",3,01139 Mickten,False,"Am Waldschlößchen 4,  01099 Dresden ", ImmoLounge GmbH ,+49 351 41 88 55 44,provisionsfrei,Die WohnungWohnungslageErdgeschossBezug2024Balkon WohnanlageBaujahr: 2024 1 Stellplatz: Tiefgarage ,Erdgeschoss,,2024,Gas,,2024,"LageDas Neubauprojekt befindet sich im Stadtteil Mickten, im Nordwesten von Dresden. Trotz fußläufiger Erreichbarkeit aller Dinge des täglichen Bedarfs sowie Kinderbetreuungseinrichtungen und Schulen, liegt das Wohnprojekt abseits der Hauptstraße in einer von Altbauvillen und Stadthäusern geprägten Seitenstraße. In etwas mehr... Mehr anzeigen immowelt Lage-Check:infoTäglicher BedarfGutangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","ObjektbeschreibungDie hier angebotene hochwertige und lichtdurchflutete 3-Raum-Wohnung befindet sich im 1. Obergeschoss eines projektierten Neubaus und ist etwa 78 m² groß. Die Wohnung verfügt über ein hochwertig gefliestes Tageslichtbad mit Dusche und Wanne. An das großzügige Wohnzimmer gliedert sich eine offene Küche an. Abgerundet wird das... Mehr anzeigen Ausstattung+ geräumiger, südwestlich ausgerichteter Balkon+ modern gefliestes Bad mit Wanne und Dusche+ Handtuchheizkörper im Bad+ offene Küche+ massive Bauweise+ hochwertige Fliesen und Bodenbeläge+ Sonnenschutz an allen Fenstern in Wohnbereichen (Raffstores oder Senkrechtmarkisen)+ Abstellraum+... Mehr anzeigen Preisinformation1 Tiefgaragenstellplatz, Kaufpreis: 30.000,00 EURWeitere InformationenSonstigesGern vereinbaren wir einen individuellen Beratungstermin mit Ihnen. Bitte senden Sie uns hierfür eine Kontaktanfrage mit Ihrem Namen, Ihrer E-Mail und Ihrer Telefonnummer unter der wir Sie erreichen können. Wir bitten um Verständnis, dass wir nur vollständige Anfragen bearbeiten können.Ein Energieausweis... Mehr anzeigen ",True,
347,279yf5m,399900,https://www.immowelt.de/expose/279yf5m,399900,Schöne 4-Zimmer-Neubauwohnung mit Balkon in Leuben,80,4,01257 Dresden / Leuben,False,"Am Waldschlößchen 4,  01099 Dresden ", ImmoLounge GmbH ,+49 351 41 88 55 44,provisionsfrei,Die WohnungWohnungslage2. GeschossBezugsofortGäste-WC Balkon Zustand: Erstbezug Anschlüsse: Kabelanschluss WohnanlageBaujahr: 2022 Personenaufzug 1 Stellplatz: Tiefgarage ,2. Geschoss,,2022,Fernwärme,,sofort,"LageWirtschaftsstark, rundum lebens- und herrlich liebenswert - Dresden zieht an. Der harmonische Mix aus Traditionsverbundenheit und Innovation, urbanem Lifestyle und Naturreichtum überzeugt jedes Jahr aufs Neue viele Menschen vom Leben und Arbeiten in der sächsischen Landeshauptstadt. Der Stadtteil Dresden-Leuben befindet sich... Mehr anzeigen immowelt Lage-Check:infoTäglicher BedarfGutangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","ObjektbeschreibungDie hier angebotene und etwa 80 m² große 4-Raum-Wohnung befindet sich im 2. Obergeschoss eines zentral in Leuben gelegenen Neubauprojekts. Die Wohnanlage ist in einem zeitlosen Design konzipiert und strahlt eine helle und nachbarschaftliche Atmosphäre aus. Durch einen sinnigen Grundriss entsteht ein gutes Verhältnis zwischen... Mehr anzeigen AusstattungFußbodenheizung in allen Zimmern Bad mit Wanne Gäste-WC mit Dusche Dreifach verglaste, schallisolierte Fenster mit elektrischen Rollläden Großer, offener Wohn-/Essbereich mit Einbauküche (Kauf zzgl. 9.000 €) Laminatboden* Abstellraum in der Wohnung* Balkon Eigenes Kellerabteil Begrünte... Mehr anzeigen Preisinformation1 Tiefgaragenstellplatz, Kaufpreis: 20.000,00 EURWeitere InformationenSonstigesGern vereinbaren wir einen individuellen Beratungstermin mit Ihnen. Bitte senden Sie uns hierfür eine Kontaktanfrage mit Ihrem Namen, Ihrer E-Mail und Ihrer Telefonnummer unter der wir Sie erreichen können. Wir bitten um Verständnis, dass wir nur vollständige Anfragen bearbeiten können.Gesamtpreis dieses... Mehr anzeigen ",True,
348,27w6f5m,255000,https://www.immowelt.de/expose/27w6f5m,255000,Attraktiv in Lage und Zustand - elbnah im Musikerviertel. Auch für den Eigennutzer interessant.,"85,70",4,01259 Dresden,True,"Antonstr. 10,  01097 Dresden ", Citymakler Dresden GmbH & Co.KG  ,+49(351)6555777,3 ,"Die WohnungDerzeitige NutzungvermietetBad mit Fenster und Wanne, Gäste-WC Garten Böden: Parkett Zustand: gepflegt Weitere Räume: Kelleranteil WohnanlageBaujahr: 1993 Zustand: Neubau 1 Stellplatz: Duplex ",,360,1993,Gas,,,"LageWaldreiche Umgebung, lockere Bebauung mit Villen und in unmittelbarer Elbnähe gelegen - wenn man Dresdner nach ihrem Traum-Stadtteil fragen würde, läge Kleinzschachwitz sehr weit vorn. Vielen Villen, aber auch die sich landeinwärts anschließenden Eigenheime verfügen über großzügige Gärten. Von den Hängen aus bieten sich... Mehr anzeigen immowelt Lage-Check:infoTäglicher BedarfOkayangle_rightNahverkehrSuperangle_rightAuf Karte ansehenmoving_truck Umzugskosten berechnen
","ObjektbeschreibungDD-Kleinzschachwitz - sehr ruhige Lage und unweit der Elbe! Geprägt von einer offenen, durchgrünten und mieterfreundlichen Bebauung ist der Stadtteil auch bei Investoren hoch im Kurs.Technisches:Das Mehrfamilienhaus wurde in Massivbauweis mit 3 Vollgeschossen errichtet und 1994 fertiggestellt. Es entstanden 12... Mehr anzeigen Ausstattung- Erdgeschosswohnung mit großem Wohnzimmer und Fensterfront zum Garten- Tageslichtbad mit Badewanne, Dusche, Waschmaschinenanschluss (2015 saniert)- Parkett- und Fliesenboden- SAT-Anlage- gemeinschaftliche Gartennutzung - Zugang möglich direkt vom Wohnzimmer- 1 Tiefgaragenplatz Duplex Nr. 3 -... Mehr anzeigen Preisinformation1 Duplex-StellplatzNettorendite Ist in %: 3,32 Nettorendite Soll in %: 3,32 Weitere InformationenSonstigesHeizungsart: Gas-Heizung, Befeuerung/Energieträger: Erdgas schwer, Energieausweistyp: Verbrauchsausweis, End-Energiekennwert: 156,2, Baujahr: 1993ImmobilienUndMenschenVerbindenCitymakler-ExposeeStichworteStellplatz vorhanden, Nutzfläche: 85,70 m², Gesamtfläche: 85,70 m²... Mehr anzeigen ",True,
